,property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,shopping_center_id,distance_to_sc,train_station_id,distance_to_train_station,travel_min_to_CBD,transfer_flag,hospital_id,distance_to_hospital,supermarket_id,distance_to_supermaket
973,61453,-37.818552,145.235785,19A Ford Street,RINGWOOD,6116000,house,2016,2,1,1,SC_032,890,19902,669,44,0,hospital_105,1045,S_190,917
974,54608,-37.818799,145.040632,54 Haines Street,HAWTHORN,11550000,house,2012,3,1,1,SC_083,481,19904,473,20,0,hospital_086,857,S_208,473
975,14171,-37.758124,144.900628,27 Aberdeen Street,ABERFELDIE,10900000,house,2013,3,2,2,SC_085,1973,20037,1390,20,0,hospital_128,1630,S_197,1744
976,65091,-37.807286,145.305448,11 Landstrom Quadrant,KILSYTH,4635000,house,2010,4,2,2,SC_022,2169,19878,2553,50,0,hospital_164,4385,S_224,717
977,49845,-37.777356,145.090044,11 Fuller Street,BULLEEN,7200000,house,2014,5,2,2,SC_009,1313,19935,3431,26,0,hospital_194,2260,S_154,1215
978,70443,-37.88689423,145.103775,1/3 Kalymna Grove,CHADSTONE,19240000,house,2009,3,2,1,SC_042,1514,19840,1650,28,0,hospital_166,1390,S_026,1700
979,26942,-37.598941,144.925886,43 Clovelly Drive,CRAIGIEBURN,7310000,house,2014,4,3,3,SC_110,1234,40221,1571,45,0,hospital_104,5781,S_178,903
980,84622,-37.878988,144.985851,123 Mitford Street,ELWOOD,13500000,house,2010,2,2,0,SC_015,1232,19955,893,15,0,hospital_009,1828,S_133,916
981,36320,-37.672699,145.042205,24 Dallas Drive,LALOR,8075000,house,2013,3,1,1,SC_062,4476,20006,2332,39,0,hospital_041,2776,S_229,2057
982,58639,-37.814165,145.177678,18 O\'Shannessy Street,NUNAWADING,2880000,house,2013,4,1,1,SC_088,598,19899,757,37,0,hospital_070,1498,S_202,1092
983,84036,-37.85182571,145.004776,44 Pridham Street,PRAHRAN,5000000,house,2008,2,1,0,SC_066,1106,19946,811,20,0,hospital_132,442,S_115,423
984,45806,-37.712932,145.115305,128 Old Para Court,MONTMORENCY,9452000,house,2014,3,1,3,SC_051,5867,19986,607,40,0,hospital_075,1202,S_210,1567
985,26376,-37.58501816,144.9355774,3 Olympic Way,CRAIGIEBURN,2808000,house,2008,3,2,2,SC_110,1512,40221,1991,45,0,hospital_104,7432,S_178,1009
986,6729,-37.786847,144.828852,42 Graham Street,SUNSHINE,10140000,house,2014,5,2,2,SC_102,652,20021,401,25,0,hospital_174,1069,S_080,690
987,87326,-37.93117523,145.0097199,12 Imbros Street,HAMPTON,17940000,house,2008,4,3,2,SC_046,2678,19949,1048,26,0,hospital_036,1359,S_088,932
988,23447,-37.648076,144.905221,16 Nicholson Court,GREENVALE,4725000,house,2012,4,2,2,SC_072,1527,44817,2333,39,0,hospital_104,1371,S_211,2252
989,20875,-37.773054,144.963305,25 Dods Street,BRUNSWICK,4520000,house,2011,2,1,0,SC_011,4278,19969,457,20,0,hospital_102,1809,S_138,371
990,48293,-37.795909,145.037137,31 Earl Street,KEW,16770000,house,2015,3,1,2,SC_083,2737,19931,2017,19,0,hospital_029,1369,S_039,1226
991,68748,-37.859016,145.031876,11 Irving Street,MALVERN,25100000,house,2014,4,2,2,SC_023,2143,19944,837,19,0,hospital_157,434,S_235,291
992,33317,-37.735487,145.024924,94 Wood Street,PRESTON,5400000,house,2010,3,1,2,SC_047,585,20011,2104,28,0,hospital_090,2262,S_225,1224
993,55290,-37.838903,145.069494,21 Maple Crescent,CAMBERWELL,20020000,house,2011,3,1,1,SC_099,1908,19851,362,29,0,hospital_168,1502,S_160,454
994,51307,-37.790774,145.122358,35 Rose Street,DONCASTER,16940000,house,2015,3,2,2,SC_091,520,20042,3168,30,0,hospital_194,2041,S_188,444
995,18956,-37.69285965,144.9246674,5 Lahinch Street,BROADMEADOWS,6370000,house,2009,3,1,0,SC_059,3536,20031,817,34,0,hospital_104,4708,S_209,1464
996,56035,-37.846663,145.060719,944 Toorak Road,CAMBERWELL,7462500,house,2013,3,2,3,SC_099,2496,19912,1085,17,0,hospital_168,513,S_160,1582
997,43273,-37.72449112,145.0610199,7 Woodlawn Circuit,MACLEOD,10725000,house,2008,4,2,0,SC_047,3123,19983,735,30,0,hospital_025,1781,S_225,2843
998,78318,-37.932244,145.189542,7 Doull Court,MULGRAVE,9139000,house,2016,3,2,1,SC_073,2909,19891,3577,45,0,hospital_161,2188,S_067,429
999,39712,-37.713515,145.028757,147 Dunne Street,KINGSBURY,3880000,house,2014,3,1,2,SC_047,2790,20009,1806,32,0,hospital_025,1326,S_225,1268
1000,20964,-37.77130127,144.9516907,29 Munro Street,BRUNSWICK,7520000,house,2008,2,1,1,SC_011,3362,19969,742,20,0,hospital_102,1157,S_074,750
1001,90051,-37.971295,145.059863,15 Eden Street,CHELTENHAM,11390000,house,2010,3,1,1,SC_003,2563,19866,696,37,0,hospital_055,1185,S_011,1165
1002,92037,-37.98287964,145.0545654,16 Wakool Avenue,MENTONE,17850000,house,2009,5,3,0,SC_003,3298,19865,937,40,0,hospital_055,391,S_011,705
1003,44606,-37.697067,145.124375,205 St Helena Road,GREENSBOROUGH,7588000,house,2016,3,1,1,SC_051,4060,19985,1614,37,0,hospital_075,1861,S_051,1691
1004,30192,-37.76659,144.995491,51 Beavers Road,NORTHCOTE,9100000,house,2016,2,1,1,SC_103,3059,20015,309,20,0,hospital_035,1162,S_105,1870
1005,54043,-37.834224,145.034961,11 Wellesley Road,HAWTHORN,41650000,house,2013,4,3,2,SC_083,1532,19910,647,13,0,hospital_127,1029,S_208,1588
1006,22765,-37.740895,144.95975,40 Nelson Street,COBURG,5976000,house,2016,3,2,1,SC_030,1269,19965,355,28,0,hospital_084,1474,S_172,490
1007,60215,-37.810847,145.195737,7 Glen Road,MITCHAM,8520000,house,2010,4,3,2,SC_088,1706,19900,863,40,0,hospital_010,150,S_202,2249
1008,82902,-37.909975,145.274155,8 Rosebank Court,ROWVILLE,8190000,house,2014,4,2,2,SC_049,3459,19867,3508,58,0,hospital_150,3651,S_199,2680
1009,91443,-37.97985,145.041,23 Coreen Avenue,BEAUMARIS,12000000,house,2010,4,2,0,SC_079,3419,19866,1891,37,0,hospital_055,970,S_011,1890
1010,75936,-37.903552,145.088414,21 Queens Avenue,OAKLEIGH,18750000,house,2014,3,2,2,SC_087,1788,19917,354,33,0,hospital_166,1615,S_167,1788
1011,83576,-37.849709,145.001206,17 Mackay Street,PRAHRAN,21140000,house,2011,3,1,3,SC_066,723,19947,576,18,0,hospital_097,412,S_115,402
1012,32712,-37.733391,145.010098,39B Goldsmith Avenue,PRESTON,11410000,house,2015,3,2,2,SC_103,995,20011,851,28,0,hospital_139,2056,S_085,763
1013,94579,-37.92499161,145.0283661,10 Patterson Road,BENTLEIGH,11205000,house,2009,5,2,1,SC_046,1837,19938,624,38,0,hospital_110,1163,S_107,1351
1014,86409,-37.911156,144.995191,24 St Andrews Street,BRIGHTON,28980000,house,2013,3,2,2,SC_015,4895,19951,453,21,0,hospital_156,327,S_150,274
1015,55909,-37.842721,145.095569,7 Thomas Street,CAMBERWELL,9040000,house,2010,4,2,2,SC_037,3539,19849,1649,33,0,hospital_089,1641,S_160,2325
1016,25343,-37.605904,144.925572,13 Surrey Court,CRAIGIEBURN,3240000,house,2014,4,2,2,SC_110,1525,40221,1630,45,0,hospital_104,5007,S_005,1457
1017,35435,-37.713017,145.016918,68 Strathmerton Street,RESERVOIR,4880000,house,2014,3,1,1,SC_047,3077,20009,866,32,0,hospital_139,1736,S_225,1684
1018,54322,-37.819121,145.044759,26 Lyndhurst Crescent,HAWTHORN,29600000,house,2013,3,2,2,SC_083,820,19903,377,22,0,hospital_127,1101,S_208,823
1019,69257,-37.85879,145.039166,68 Jordan Street,MALVERN,17080000,house,2013,3,2,0,SC_023,1965,19911,1073,15,0,hospital_183,542,S_235,914
1020,75808,-37.905639,145.112442,1624 Dandenong Road,HUNTINGDALE,14272000,house,2016,4,1,2,SC_087,3319,19916,1069,35,0,hospital_166,909,S_169,2324
1021,20363,-37.775321,144.968628,107 Weston Street,BRUNSWICK,7160000,house,2014,3,1,1,SC_008,4067,19969,873,20,0,hospital_024,1984,S_138,564
1022,38761,-37.763559,145.050062,24 Studley Road,IVANHOE,12787500,house,2015,3,2,2,SC_001,875,19934,342,24,0,hospital_046,1059,S_219,901
1023,75226,-37.895267,145.06645,5 Burns Avenue,MURRUMBEENA,12493000,house,2013,2,1,2,SC_041,1356,19919,570,29,0,hospital_159,2995,S_015,1221
1024,21615,-37.763599,144.970892,9 Ashmore Street,BRUNSWICK,8450000,house,2012,2,1,0,SC_103,3823,19967,936,23,0,hospital_144,796,S_074,1181
1025,67079,-37.77522659,145.3439636,158 Lakeview Drive,LILYDALE,6090000,house,2008,3,2,2,SC_084,3255,19876,2219,59,0,hospital_113,1755,S_081,1771
1026,19305,-37.662882,144.937299,1 Guildford Avenue,COOLAROO,4675000,house,2013,3,1,2,SC_072,1894,19960,905,39,0,hospital_104,2013,S_153,2183
1027,37219,-37.627373,145.030821,3 Crane Avenue,EPPING,5830000,house,2010,4,2,2,SC_062,5528,20005,2785,42,0,hospital_053,2976,S_196,2184
1028,52891,-37.82936859,145.002121,283 Coppin Street,RICHMOND,4160000,house,2009,2,1,1,SC_038,1359,19906,518,12,0,hospital_122,1051,S_102,1335
1029,25746,-37.582488,144.936789,19 Goulburn Way,CRAIGIEBURN,2790000,house,2013,3,2,1,SC_005,1689,40221,2227,45,0,hospital_104,7729,S_178,1305
1030,68089,-37.8379547,145.0120218,4/1 Robertson Street,TOORAK,18240000,house,2011,2,2,2,SC_038,441,19909,1002,11,0,hospital_196,1393,S_102,426
1031,57518,-37.83163,145.163251,10 Anjaya Court,BLACKBURN,12350000,house,2016,4,2,2,SC_002,1544,19899,1598,37,0,hospital_060,648,S_066,479
1032,32787,-37.73928452,145.0069885,43 Roseberry Avenue,PRESTON,8540000,house,2009,2,1,1,SC_103,445,20012,573,26,0,hospital_139,2542,S_084,436
1033,69881,-37.865494,145.095877,3 Harold Street,ASHWOOD,16500000,house,2016,4,2,1,SC_042,1374,19839,1092,26,0,hospital_089,911,S_112,214
1034,37210,-37.634521,145.023619,3 Alicia Place,EPPING,6370000,house,2015,3,2,2,SC_062,5779,20005,2070,42,0,hospital_053,2000,S_196,1261
1035,83158,-37.886771,145.242803,30 Sandra Court,KNOXFIELD,7580000,house,2015,4,2,2,SC_073,5445,19868,4642,55,0,hospital_002,4137,S_027,1616
1036,46729,-37.692671,145.158807,18 Hawkhurst Crescent,ELTHAM,11872000,house,2011,5,2,3,SC_051,2117,19988,2157,49,0,hospital_075,4865,S_187,2117
1037,65578,-37.773563,145.307444,1/23 Monomeith Street,MOOROOLBARK,9420000,house,2010,3,1,1,SC_084,1808,19877,1319,54,0,hospital_113,4361,S_058,1845
1038,68815,-37.842711,145.036855,14 Norford Grove,KOOYONG,13640000,house,2012,2,1,2,SC_083,2478,19910,425,13,0,hospital_168,1631,S_235,2067
1039,76447,-37.896129,145.094636,9 Westley Street,OAKLEIGH,10010000,house,2010,4,1,0,SC_087,1432,19917,729,33,0,hospital_166,1055,S_026,1346
1040,17553,-37.69722366,144.9308777,64 Daley Street,GLENROY,3375000,house,2009,5,2,2,SC_059,4168,20031,1344,34,0,hospital_104,5261,S_209,1150
1041,76113,-37.906514,145.086377,35 Westgate Street,OAKLEIGH,6870000,house,2011,3,1,2,SC_087,2058,19917,704,33,0,hospital_166,1901,S_010,1759
1042,63988,-37.791916,145.269078,23 Ryland Avenue,CROYDON,5850000,house,2014,3,1,2,SC_022,1468,19878,1086,50,0,hospital_164,2125,S_181,1143
1043,51842,-37.801327,145.18093,21 Florence Avenue,DONVALE,6152000,house,2010,4,2,0,SC_088,2007,19900,2096,40,0,hospital_034,1406,S_202,2548
1044,36200,-37.670391,145.02964,16 Ruth Street,LALOR,4900000,house,2015,3,1,1,SC_062,5345,20006,1208,39,0,hospital_053,2393,S_229,930
1045,59570,-37.808526,145.185111,2 Mountfield Road,MITCHAM,4000000,house,2011,3,1,2,SC_088,1297,19900,1216,40,0,hospital_070,779,S_202,1883
1046,4653,-37.84305573,144.8730164,75 Challis Street,NEWPORT,4130000,house,2009,3,2,0,SC_033,2942,19994,931,20,0,hospital_141,2700,S_056,2487
1047,12980,-37.694174,144.758153,32 Dundee Way,SYDENHAM,3624000,house,2016,3,2,2,SC_048,4560,20000,1610,39,0,hospital_057,8894,S_163,526
1048,19511,-37.67985535,144.8986511,1 Capri Court,WESTMEADOWS,13905000,house,2009,3,2,2,SC_059,1524,20030,1881,36,0,hospital_104,3770,S_153,2036
1049,51849,-37.800804,145.179739,22 Astelot Drive,DONVALE,6400000,house,2011,3,2,2,SC_088,2062,19900,2197,40,0,hospital_034,1304,S_202,2591
1050,19871,-37.66957,144.895287,98 Stonebridge Way,ATTWOOD,12928000,house,2013,4,2,2,SC_059,2266,20030,2616,36,0,hospital_104,3053,S_153,2509
1051,3138,-37.815261,144.867017,23 Angliss Street,YARRAVILLE,5310000,house,2011,3,1,3,SC_033,2188,20022,1818,21,0,hospital_056,2986,S_149,2453
1052,54251,-37.826202,145.043994,202 Auburn Road,HAWTHORN,14400000,house,2015,4,1,2,SC_083,976,19903,454,22,0,hospital_127,830,S_208,1022
1053,43791,-37.70705032,145.0775757,43a Morwell Avenue,WATSONIA,4056000,house,2008,4,1,1,SC_047,5441,19984,699,33,0,hospital_037,1881,S_020,1998
1054,14691,-37.747458,144.892001,64 Deakin Street,ESSENDON,4920000,house,2010,3,1,1,SC_082,1917,20037,2333,20,0,hospital_184,1286,S_197,1657
1055,81331,-37.970247,145.202399,5 Florence Court,DANDENONG,3960000,house,2015,3,1,1,SC_112,2179,19889,1301,50,0,hospital_018,840,S_183,1726
1056,77905,-37.933362,145.173807,30 Denver Crescent,MULGRAVE,10640000,house,2015,4,2,1,SC_073,3200,19913,2535,43,0,hospital_161,3501,S_067,1322
1057,66252,-37.77018738,145.3222961,33 Daymar Drive,MOOROOLBARK,5250000,house,2009,3,2,2,SC_084,1529,19877,1840,54,0,hospital_113,3002,S_168,1282
1058,81339,-37.9997346,145.1988593,5 Lister Walk,DANDENONG,4815000,house,2013,4,2,2,SC_117,1761,19888,1446,53,0,hospital_119,2399,S_184,2093
1059,62047,-37.818298,145.237862,5 Great Ryrie Street,RINGWOOD,5654000,house,2013,3,1,2,SC_032,1007,19902,827,44,0,hospital_105,920,S_190,999
1060,14753,-37.760488,144.899027,7 Valencia Street,ABERFELDIE,18240000,house,2016,3,1,2,SC_085,1675,20037,1591,20,0,hospital_068,1497,S_049,1657
1061,54510,-37.819015,145.039357,41 Liddiard Street,HAWTHORN,17400000,house,2015,2,1,0,SC_083,369,19904,375,20,0,hospital_086,743,S_208,359
1062,31773,-37.7389054,145.0226875,12 Kathleen Street,PRESTON,6776000,house,2012,3,2,2,SC_047,673,20012,1951,26,0,hospital_090,2284,S_225,1646
1063,17257,-37.71238708,144.905365,43 Loongana Avenue,GLENROY,5655000,house,2008,3,1,3,SC_010,1630,20032,1362,32,0,hospital_184,3330,S_209,1789
1064,66139,-37.764993,145.315431,272 Manchester Road,MOOROOLBARK,6016000,house,2010,3,1,1,SC_084,773,19877,2215,54,0,hospital_113,3480,S_168,717
1065,20747,-37.762206,144.953021,2/16 Fraser Street,BRUNSWICK,6912000,house,2012,3,1,1,SC_030,3327,19967,683,23,0,hospital_011,966,S_074,1045
1066,19879,-37.794484,144.954243,110 Gatehouse Street,PARKVILLE,17370000,house,2016,4,1,0,SC_007,2164,19970,1489,18,0,hospital_118,358,S_044,1905
1067,28395,-37.8037841,144.9815385,73 Webb Street,FITZROY,11400000,house,2012,3,1,2,SC_008,1366,19976,1077,9,0,hospital_178,512,S_175,211
1068,8511,-37.74962997,144.7558289,41 Illawong Terrace,BURNSIDE,5865000,house,2008,4,2,2,SC_048,2243,20002,3928,33,0,hospital_057,5303,S_156,408
1069,3588,-37.8147049,144.865921,47 Sanderson Street,YARRAVILLE,6812000,house,2007,5,2,0,SC_033,2148,20022,1740,21,0,hospital_056,2991,S_149,2375
1070,85290,-37.88894272,145.0026856,16 Alexandra Avenue,ELSTERNWICK,11330000,house,2009,3,2,1,SC_015,2968,19954,492,16,0,hospital_116,698,S_193,363
1071,53737,-37.81894684,145.0131531,74/73 River Street,RICHMOND,16590000,house,2009,2,2,1,SC_083,1980,19905,915,18,0,hospital_122,845,S_076,1863
1072,70545,-37.87937164,145.105545,150 Power Avenue,CHADSTONE,4710000,house,2008,2,1,1,SC_042,1254,19840,862,28,0,hospital_166,2214,S_112,1773
1073,61427,-37.817828,145.23233,18 Wilana Street,RINGWOOD,41600000,house,2016,5,3,2,SC_032,644,19902,366,44,0,hospital_105,1203,S_040,726
1074,75755,-37.904684,145.07589,15 Argyle Close,HUGHESDALE,8240000,house,2010,5,2,2,SC_087,1879,19918,1102,31,0,hospital_159,2099,S_167,1878
1075,27132,-37.58692551,144.9209442,5 Mulberry Pass,CRAIGIEBURN,3516000,house,2009,3,2,2,SC_016,912,40221,2577,45,0,hospital_104,7099,S_178,1395
1076,8284,-37.74880981,144.7806091,22 Moorland Road,CAIRNLEA,5684000,house,2009,4,2,2,SC_107,3360,20002,1767,33,0,hospital_057,3254,S_152,590
1077,21209,-37.773054,144.955377,4 Trinity Street,BRUNSWICK,9680000,house,2014,3,1,0,SC_011,3605,19969,364,20,0,hospital_102,1220,S_074,545
1078,79120,-37.93664,145.148759,45 Glendale Road,SPRINGVALE,5220000,house,2011,3,1,2,SC_073,4701,19914,896,41,0,hospital_076,2977,S_075,1891
1079,59552,-37.809267,145.197724,2 Dalmor Avenue,MITCHAM,4920000,house,2010,3,2,2,SC_088,1949,19900,1097,40,0,hospital_010,345,S_202,2497
1080,11663,-37.70269,144.806191,1/886 Old Calder Highway,KEILOR,8853000,house,2015,3,2,2,SC_107,2742,20000,2825,39,0,hospital_057,6476,S_094,2639
1081,90126,-37.972659,145.065708,18 Cobham Street,CHELTENHAM,8680000,house,2012,4,2,2,SC_003,2057,19865,1026,40,0,hospital_133,970,S_011,1032
1082,52527,-37.814736,145.005828,18 Gardner Street,RICHMOND,9750000,house,2012,2,1,1,SC_083,2694,19978,1267,6,0,hospital_134,451,S_076,1067
1083,61584,-37.775645,145.249496,228 Wonga Road,WARRANWOOD,7548000,house,2014,4,2,2,SC_022,3942,19878,3513,50,0,hospital_164,3615,S_157,2450
1084,95229,-37.918279,145.05036,23 Evelyn Street,BENTLEIGH,15300000,house,2013,3,2,2,SC_046,2587,19939,1178,36,0,hospital_159,1519,S_107,738
1085,45562,-37.715388,145.108894,9 Desmond Court,GREENSBOROUGH,7500000,house,2013,3,2,1,SC_017,5730,19986,1111,40,0,hospital_075,1173,S_020,1422
1086,50467,-37.755512,145.128739,101 Wood Street,TEMPLESTOWE,13080000,house,2010,4,2,2,SC_009,3432,19986,4522,40,0,hospital_193,2296,S_046,2392
1087,28246,-37.794992,144.976954,33 Leicester Street,FITZROY,15470000,house,2015,2,2,1,SC_008,1978,19975,1607,10,0,hospital_188,1134,S_200,357
1088,92503,-37.991878,145.084621,1 Keith Street,PARKDALE,22610000,house,2016,3,1,2,SC_003,2342,19864,740,42,0,hospital_001,1043,S_003,1087
1089,59375,-37.82981873,145.2135468,127 Heatherdale Road,RINGWOOD,7920000,house,2009,3,1,2,SC_032,2326,19901,1218,42,0,hospital_008,2478,S_040,2397
1090,39410,-37.684308,145.058219,101 Betula Avenue,BUNDOORA,6244000,house,2013,3,1,1,SC_062,4356,19984,3725,33,0,hospital_041,899,S_155,1629
1091,86145,-37.8973254,144.9918049,1-4/2 Drake Street,BRIGHTON,43520000,house,2009,2,1,1,SC_015,3333,19953,1088,18,0,hospital_198,1524,S_151,1530
1092,53144,-37.813774,144.994238,36 Peers Street,RICHMOND,9840000,house,2014,3,2,2,SC_068,1956,19978,280,6,0,hospital_172,349,S_076,479
1093,46316,-37.708954,145.167353,1 Eurah Place,ELTHAM,10880000,house,2014,3,2,2,SC_051,3985,19987,1794,44,0,hospital_075,5432,S_194,1064
1094,79612,-38.00268173,145.145401,12. Illukey Court,KEYSBOROUGH,17550000,house,2008,4,2,2,SC_057,2689,19862,4674,47,0,hospital_096,2462,S_079,2603
1095,42228,-37.765456,145.053869,41 Silverdale Road,EAGLEMONT,11700000,house,2010,4,2,1,SC_001,1098,19934,208,24,0,hospital_046,993,S_219,1113
1096,55456,-37.829274,145.062136,2B Waterloo Street,CAMBERWELL,14800000,house,2016,3,1,3,SC_099,657,19853,427,23,0,hospital_168,1964,S_113,298
1097,12081,-37.703898,144.745814,1/8 Sayvel Close,HILLSIDE,4344000,house,2015,3,2,1,SC_048,3257,20000,2517,39,0,hospital_057,8732,S_163,1236
1098,53345,-37.826727,145.009042,455 Swan Street,RICHMOND,5968000,house,2010,3,2,1,SC_038,1543,19906,160,12,0,hospital_122,886,S_102,1518
1099,17693,-37.699898,144.906903,76 Valley Crescent,GLENROY,4972000,house,2010,3,1,1,SC_059,2330,20031,950,34,0,hospital_184,4723,S_209,1652
1100,24166,-37.712584,144.965669,21 &amp; 21A Wymlet Street,FAWKNER,5360000,house,2015,3,1,1,SC_030,2597,19962,505,33,0,hospital_139,2906,S_004,2451
1101,64909,-37.79211,145.270411,8 Woodland Avenue,CROYDON,11440000,house,2016,5,3,2,SC_022,1358,19878,970,50,0,hospital_164,2176,S_181,1027
1102,58174,-37.832055,145.164422,5 Beatrice Court,BLACKBURN,7136000,house,2013,4,2,2,SC_002,1542,19899,1572,37,0,hospital_060,740,S_066,420
1103,79577,-37.98416901,145.1768189,115 BLOOMFIELD RD,KEYSBOROUGH,4257000,house,2009,3,1,1,SC_057,1000,19889,1454,50,0,hospital_096,1170,S_079,1062
1104,91800,-37.985161,145.042294,71 Pellatt Street,BEAUMARIS,10500000,house,2009,3,1,1,SC_079,4012,19865,2040,40,0,hospital_055,1033,S_011,1812
1105,85617,-37.881586,144.997987,4 Ripon Grove,ELSTERNWICK,11220000,house,2014,3,1,1,SC_015,2089,19954,436,16,0,hospital_116,1090,S_193,927
1106,22239,-37.735997,144.97114,2 Quarry Circuit,COBURG,15820000,house,2016,4,2,2,SC_030,1893,19964,781,30,0,hospital_144,2281,S_172,817
1107,72584,-37.85489273,145.2667999,8 Dianne Street,BAYSWATER,4811000,house,2008,3,1,2,SC_049,5710,19870,1470,50,0,hospital_002,137,S_139,1327
1108,20952,-37.77643,144.957284,287 Brunswick Road,BRUNSWICK,12870000,house,2013,4,1,3,SC_011,3680,19969,204,20,0,hospital_102,1173,S_138,445
1109,14134,-37.75568,144.907329,242 Buckley Street,ESSENDON,16800000,house,2016,3,2,1,SC_082,2420,20037,781,20,0,hospital_128,1415,S_197,1272
1110,18456,-37.668204,144.934338,21 Rosedale Crescent,DALLAS,4050000,house,2011,3,1,1,SC_072,2217,44817,1084,39,0,hospital_104,2303,S_153,1569
1111,11941,-37.714816,144.825175,855 Old Calder Highway,KEILOR,3400000,house,2012,3,1,2,SC_107,2093,20001,3202,36,0,hospital_005,5168,S_222,2402
1112,9639,-37.843074,144.745078,7 Suffolk Street,TRUGANINA,5850000,house,2016,4,2,1,SC_053,3609,19924,2962,31,0,hospital_073,6902,S_007,2724
1113,67931,-37.844301,145.011911,2 Leighton Court,TOORAK,8700000,house,2016,4,3,3,SC_038,525,19946,742,20,0,hospital_132,1125,S_102,546
1114,27993,-37.569572,144.920924,99 Chateris Drive,CRAIGIEBURN,5850000,house,2015,4,2,2,SC_005,558,40221,4097,45,0,hospital_104,9031,S_178,2954
1115,11342,-37.786619,144.891189,3 Taylor Avenue,MARIBYRNONG,11690000,house,2013,3,2,2,SC_085,1476,20027,1444,0,1,hospital_003,650,S_049,1504
1116,73692,-37.858321,145.296374,41 Moroney Street,BORONIA,3751000,house,2012,3,1,1,SC_049,4150,19869,1080,53,0,hospital_049,1292,S_146,999
1117,3296,-37.809854,144.895582,2A Stephen Street,SEDDON,11466000,house,2015,3,2,2,SC_043,3497,19997,95,14,0,hospital_056,2036,S_201,1036
1118,48647,-37.80667,145.035131,67 Charles Street,KEW,37570000,house,2014,5,3,2,SC_083,1537,19904,1651,20,0,hospital_064,1180,S_039,384
1119,49268,-37.80353,145.078263,23 Stroud Street,BALWYN,27600000,house,2015,3,1,1,SC_099,2921,19893,2347,28,0,hospital_064,2697,S_137,1664
1120,49306,-37.806125,145.079803,26 Yongala Street,BALWYN,14000000,house,2011,4,2,2,SC_099,2789,19893,2048,28,0,hospital_064,2785,S_136,1940
1121,68179,-37.8443636,145.0131756,673 Orrong Road,TOORAK,14850000,house,2011,3,2,2,SC_038,604,19946,716,20,0,hospital_132,1150,S_102,623
1122,51123,-37.788618,145.115412,26 Acheron Street,DONCASTER,6832000,house,2010,5,2,2,SC_091,946,20042,3448,30,0,hospital_194,1701,S_188,777
1123,72446,-37.856649,145.26088,5 Oxford Rise,BAYSWATER,16320000,house,2016,4,2,2,SC_032,5641,19870,1779,50,0,hospital_002,655,S_139,1612
1124,19117,-37.684361,144.905956,65 Lorraine Crescent,JACANA,6150000,house,2016,3,1,0,SC_059,1899,20030,1212,36,0,hospital_104,3958,S_153,1549
1125,87843,-37.93968964,145.0224915,6 Carolyn Street,HAMPTON,7938000,house,2009,3,1,2,SC_046,1392,19937,1385,37,0,hospital_110,1457,S_214,638
1126,37554,-37.651455,145.044134,53 Plowman Court,EPPING,3663000,house,2011,3,2,2,SC_062,3646,20005,1239,42,0,hospital_053,2436,S_096,2640
1127,36383,-37.664707,144.988851,30 Ardenal Crescent,LALOR,7020000,house,2016,4,2,2,SC_026,5774,20006,2501,39,0,hospital_053,2841,S_228,2637
1128,84194,-37.8539772,145.0078125,584 High Street,PRAHRAN,3730000,house,2007,2,1,1,SC_066,1456,19946,644,20,0,hospital_132,96,S_115,697
1129,42641,-37.733185,145.072765,85 Finlayson Street,ROSANNA,9760000,house,2011,3,2,2,SC_017,2541,19983,860,30,0,hospital_090,2637,S_100,2917
1130,85502,-37.880448,145.013439,3 Main Street,ELSTERNWICK,8550000,house,2010,3,1,2,SC_023,2628,19954,1202,16,0,hospital_080,447,S_193,979
1131,69333,-37.86860275,145.0378571,9 Childers Road,MALVERN,7605000,house,2008,2,1,0,SC_023,953,19944,797,19,0,hospital_183,567,S_013,1127
1132,80475,-38.0029846,145.1440774,7/1 Breanne Place,KEYSBOROUGH,6160000,house,2014,3,2,2,SC_057,2809,19862,4561,47,0,hospital_096,2582,S_079,2723
1133,61338,-37.810592,145.2179,15 Poynton Avenue,RINGWOOD,5550000,house,2011,3,2,1,SC_032,990,19901,1028,42,0,hospital_010,2093,S_040,966
1134,36923,-37.6492,145.054218,17 Beccia Avenue,EPPING,6600000,house,2013,4,2,2,SC_062,2771,45795,1129,45,0,hospital_053,3335,S_096,1777
1135,75794,-37.903682,145.076972,16 Fintonia Street,HUGHESDALE,10878000,house,2010,2,1,1,SC_087,1747,19918,981,31,0,hospital_159,2238,S_167,1747
1136,22436,-37.74042,144.980536,27 Elizabeth Street,COBURG,6300000,house,2014,2,1,1,SC_103,1887,19965,1529,28,0,hospital_144,1946,S_030,1234
1137,74057,-37.841674,145.290533,9 Buna Court,BORONIA,4900000,house,2016,2,1,1,SC_022,4786,19870,1969,50,0,hospital_049,2428,S_139,2083
1138,48789,-37.803186,145.030913,88 Brougham Street,KEW,13216000,house,2010,2,2,2,SC_083,1967,19904,2092,20,0,hospital_032,1401,S_039,287
1139,86445,-37.90268326,145.0018921,27 Asling Street,BRIGHTON,14200000,house,2009,4,2,1,SC_015,4217,19952,253,19,0,hospital_013,1221,S_151,485
